,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
27,27,27,27,2020-10-03 04:02:43,32660.0,229.0,en,Northern California ,0.0,renteriamary,"@prairielive @CNN No! Absolutely NOT! I can assure you trump wouldn’t have stopped. trump is the one who’s ill not Biden, remember he is COVID free because he wears a mask. He chose to disobey all the experts! It is what it is.",1.3122416480892273e+18,0.0,[],"No! Absolutely NOT! I can assure you trump wouldnt have stopped. trump is the one whos ill not Biden, remember he is COVID free because he wears a mask. He chose to disobey all the experts! It is what it is.","['No', '!', 'absolut', 'not', '!', 'assur', 'trump', 'wouldnt', 'stop', 'trump', 'one', 'who', 'ill', 'biden', 'rememb', 'covid', 'free', 'wear', 'mask', 'He', 'chose', 'disobey', 'expert', '!', 'It']"
28,28,28,28,2020-10-03 04:02:40,20603.0,5539.0,en,"Tallahassee, FL",5.0,SueMassa256,"How do you test positive for Covid, still not wear a mask or social distance &amp; put your family, those who worship you, your donors, those who protect you (secret service), those you work with &amp; their families &amp; everyone they come into contact with at risk? Only a sociopath could!",1.3122416323439862e+18,0.0,[],"How do you test positive for Covid, still not wear a mask or social distance &amp; put your family, those who worship you, your donors, those who protect you (secret service), those you work with &amp; their families &amp; everyone they come into contact with at risk? Only a sociopath could!","['how', 'test', 'posit', 'covid', 'still', 'wear', 'mask', 'social', 'distanc', '&', 'amp', 'put', 'famili', 'worship', 'donor', 'protect', 'secret', 'servic', 'work', '&', 'amp', 'famili', '&', 'amp', 'everyon', 'come', 'contact', 'risk', 'onli', 'sociopath', 'could', '!']"
29,29,29,29,2020-10-03 04:02:59,0.0,108.0,en,"Texas, US",315.0,Bettty01171,"RT @MotherJones: After Donald Trump's positive COVID test, Joe Biden reminds everyone to ""be patriotic"" and wear a mask: ""It's not about be…",1.3122417147326956e+18,0.0,[],": After Donald Trump's positive COVID test, Joe Biden reminds everyone to ""be patriotic"" and wear a mask: ""It's not about be","[':', 'after', 'donald', 'trump', ""'s"", 'posit', 'covid', 'test', 'joe', 'biden', 'remind', 'everyon', '``', 'patriot', ""''"", 'wear', 'mask', ':', '``', 'It', ""'s""]"
30,30,30,30,2020-10-03 04:02:59,11563.0,2948.0,en,"Charlotte, NC",3.0,NcBet,"@Alex_Roarty I'm voting Cal, the guy less likely to kill people with #COVID19 . Tillis is positive, didn't wear masks, spreads Q theories. He also wants to strike down the ACA as we battle the pandemic the GOP spread. FFS. Who cares about texts.",1.3122417144222556e+18,0.0,['COVID19'],"I'm voting Cal, the guy less likely to kill people with . Tillis is positive, didn't wear masks, spreads Q theories. He also wants to strike down the ACA as we battle the pandemic the GOP spread. FFS. Who cares about texts.","[""'m"", 'vote', 'cal', 'guy', 'less', 'like', 'kill', 'peopl', 'tilli', 'posit', ""n't"", 'wear', 'mask', 'spread', 'Q', 'theori', 'He', 'also', 'want', 'strike', 'aca', 'battl', 'pandem', 'gop', 'spread', 'ff', 'who', 'care', 'text']"
31,31,31,31,2020-10-03 04:02:56,23278.0,1677.0,en,"Chicago, IL",0.0,Gibbs_Terrance,Damn everyone around Trump catching Covid! Who's next of these maskless idiots is next?,1.312241702476841e+18,0.0,[],Damn everyone around Trump catching Covid! Who's next of these maskless idiots is next?,"['damn', 'everyon', 'around', 'trump', 'catch', 'covid', '!', 'who', ""'s"", 'next', 'maskless', 'idiot', 'next']"
32,32,32,32,2020-10-03 04:03:03,135.0,31.0,en,United States,0.0,WhaleEtrain,@MattHarringer @SenatorWicker @Delta You do realize a mask doesn't keep you from getting covid right ? It's best to just stay home.,1.3122417315812106e+18,0.0,[],You do realize a mask doesn't keep you from getting covid right ? It's best to just stay home.,"['you', 'realiz', 'mask', ""n't"", 'keep', 'get', 'covid', 'right', 'It', ""'s"", 'best', 'stay', 'home']"
33,33,33,33,2020-10-03 04:03:14,2430.0,27.0,en,"South Bend, IN",0.0,bigduff00,I wonder why @NotreDame in @South_BendIN is having a covid problem. Very few masks!,1.312241776896422e+18,0.0,[],I wonder why in is having a covid problem. Very few masks!,"['wonder', 'covid', 'problem', 'veri', 'mask', '!']"
34,34,34,34,2020-10-03 04:03:25,7042.0,176.0,en,Washington State,121.0,Martipants20,"RT @ncginny: @brithume ""In Kansas, the 90 counties without mask mandates had lower coronavirus infection rates than the 15 counties with ma…",1.3122418242668134e+18,0.0,[],": ""In Kansas, the counties without mask mandates had lower coronavirus infection rates than the counties with ma","[':', '``', 'In', 'kansa', 'counti', 'without', 'mask', 'mandat', 'lower', 'coronaviru', 'infect', 'rate', 'counti']"
35,35,35,35,2020-10-03 04:03:24,6783.0,1299.0,en,"Lebanon, OR",11.0,jules97355,RT @boopetersen3: @DFBHarvard Can you get HHS and CDC to post the numbers of those who got covid despite mask wearing? How many health care…,1.3122418203073864e+18,0.0,[],: Can you get HHS and CDC to post the numbers of those who got covid despite mask wearing? How many health care,"[':', 'can', 'get', 'hh', 'cdc', 'post', 'number', 'got', 'covid', 'despit', 'mask', 'wear', 'how', 'mani', 'health', 'care']"
36,36,36,36,2020-10-03 04:03:31,16066.0,12203.0,en,"Charlottesville, VA",43.0,EbonyJHilton_MD,"Let me break this down to administration, aides, &amp; families of those persons to save you time. Even if you test negative, you’re likely positive. You didn’t practice social distancing. You didn’t wear masks. And you shared breaths w/ a #COVID positive person #QuarantineFor14Days",1.3122418493908173e+18,0.0,"['COVID', 'QuarantineFor14Days']","Let me break this down to administration, aides, &amp; families of those persons to save you time. Even if you test negative, youre likely positive. You didnt practice social distancing. You didnt wear masks. And you shared breaths w/ a positive person","['let', 'break', 'administr', 'aid', '&', 'amp', 'famili', 'person', 'save', 'time', 'even', 'test', 'neg', 'your', 'like', 'posit', 'you', 'didnt', 'practic', 'social', 'distanc', 'you', 'didnt', 'wear', 'mask', 'and', 'share', 'breath', 'w/', 'posit', 'person']"
37,37,37,37,2020-10-03 04:03:37,319332.0,1059.0,en,"Utica, KS",608.0,wsternks,"RT @MSNBC: ""The truth is you would walk around the West Wing and masks were rare,"" fmr. WH Coronavirus Task Force member Olivia Troye says.…",1.3122418748586353e+18,0.0,[],": ""The truth is you would walk around the West Wing and masks were rare,"" fmr. WH Coronavirus Task Force member Olivia Troye says.","[':', '``', 'the', 'truth', 'would', 'walk', 'around', 'west', 'wing', 'mask', 'rare', ""''"", 'fmr', 'WH', 'coronaviru', 'task', 'forc', 'member', 'olivia', 'troy', 'say']"
38,38,38,38,2020-10-03 04:03:38,32513.0,48.0,en,"Michigan, USA",0.0,JamesMcIntoshMI,I have walked out of two retail stores in the last 10 days because some customers weren’t wearing masks. Positive COVID tests are increasing in the county. #MaskUpMichigan,1.3122418786167355e+18,0.0,['MaskUpMichigan'],I have walked out of two retail stores in the last days because some customers werent wearing masks. Positive COVID tests are increasing in the county.,"['walk', 'two', 'retail', 'store', 'last', 'day', 'custom', 'werent', 'wear', 'mask', 'posit', 'covid', 'test', 'increas', 'counti']"
39,39,39,39,2020-10-03 04:03:46,16066.0,12203.0,en,"Charlottesville, VA",34.0,EbonyJHilton_MD,"@politicoalex Let me break this down to administration, aides, &amp; families of those persons to save you time. Even if you test negative, you’re likely positive. You didn’t practice social distancing. You didn’t wear masks. And you shared breaths w/ a #COVID positive person #QuarantineFor14Days",1.312241912754172e+18,0.0,"['COVID', 'QuarantineFor14Days']","Let me break this down to administration, aides, &amp; families of those persons to save you time. Even if you test negative, youre likely positive. You didnt practice social distancing. You didnt wear masks. And you shared breaths w/ a positive person","['let', 'break', 'administr', 'aid', '&', 'amp', 'famili', 'person', 'save', 'time', 'even', 'test', 'neg', 'your', 'like', 'posit', 'you', 'didnt', 'practic', 'social', 'distanc', 'you', 'didnt', 'wear', 'mask', 'and', 'share', 'breath', 'w/', 'posit', 'person']"
40,40,40,40,2020-10-03 04:04:28,2225.0,233.0,en,United States,0.0,Blondie98ta,"@NewsHour Thats a total lie!! We never left home without masks, gloves, sanitized continuously and stayed clear of ppl, even quarantined last 3 months and we still got it!! It lives on surfaces morons!! Nothing stops covid! It just doesnt kill now unless seriously ill!? Im on Chemo!",1.312242085085565e+18,0.0,[],"Thats a total lie!! We never left home without masks, gloves, sanitized continuously and stayed clear of ppl, even quarantined last months and we still got it!! It lives on surfaces morons!! Nothing stops covid! It just doesnt kill now unless seriously ill!? Im on Chemo!","['that', 'total', 'lie', '!', '!', 'We', 'never', 'left', 'home', 'without', 'mask', 'glove', 'sanit', 'continu', 'stay', 'clear', 'ppl', 'even', 'quarantin', 'last', 'month', 'still', 'got', '!', '!', 'It', 'live', 'surfac', 'moron', '!', '!', 'noth', 'stop', 'covid', '!', 'It', 'doesnt', 'kill', 'unless', 'serious', 'ill', '!', 'Im', 'chemo', '!']"
41,41,41,41,2020-10-03 04:04:47,6783.0,1299.0,en,"Lebanon, OR",104.0,jules97355,RT @AdamFugate11: @DFBHarvard I have had covid the last two weeks and I wore a mask since Feb. I’m a germ fanatic and I still got covid so…,1.312242168354939e+18,0.0,[],: I have had covid the last two weeks and I wore a mask since Feb. Im a germ fanatic and I still got covid so,"[':', 'covid', 'last', 'two', 'week', 'wore', 'mask', 'sinc', 'feb.', 'Im', 'germ', 'fanat', 'still', 'got', 'covid']"
42,42,42,42,2020-10-03 04:04:46,20722.0,324856.0,en,"Los Angeles, CA",67.0,TheRickyDavila,I wouldn’t be surprised if there were more cases of Coronavirus in the MAGA regime/GOP than all of New Zealand. Wear your fucking masks. Follow the science.,1.312242163418243e+18,0.0,[],I wouldnt be surprised if there were more cases of Coronavirus in the MAGA regime/GOP than all of New Zealand. Wear your fucking masks. Follow the science.,"['wouldnt', 'surpris', 'case', 'coronaviru', 'maga', 'regime/gop', 'new', 'zealand', 'wear', 'fuck', 'mask', 'follow', 'scienc']"
43,43,43,43,2020-10-03 04:04:45,106305.0,2957.0,en,new jersey,5136.0,chantellyyy,RT @ItsJoshPeck: Testing positive for Covid 19 after not wearing a mask for 6 months and holding rallies full of people while entering flu…,1.3122421602306908e+18,0.0,[],: Testing positive for Covid after not wearing a mask for months and holding rallies full of people while entering flu,"[':', 'test', 'posit', 'covid', 'wear', 'mask', 'month', 'hold', 'ralli', 'full', 'peopl', 'enter', 'flu']"
44,44,44,44,2020-10-03 04:04:47,225.0,0.0,en,United States,0.0,squeakTweetChrp,"@wendyAllyn1024 @KellyannePolls Trump and his inner circle live in an alternate reality and now they are paying for it. They had a false sense of security because they are always being tested...this only tells you if you have COVID or not. Wearing masks, social distance, etc prevents you from getting COVID.",1.3122421683298386e+18,0.0,[],"Trump and his inner circle live in an alternate reality and now they are paying for it. They had a false sense of security because they are always being tested...this only tells you if you have COVID or not. Wearing masks, social distance, etc prevents you from getting COVID.","['trump', 'inner', 'circl', 'live', 'altern', 'realiti', 'pay', 'they', 'fals', 'sens', 'secur', 'alway', 'test', '...', 'tell', 'covid', 'wear', 'mask', 'social', 'distanc', 'etc', 'prevent', 'get', 'covid']"
45,45,45,45,2020-10-03 04:04:53,80190.0,2569.0,en,salford.,8.0,skybluebint,RT @KeithMullin: And some couch revolutionaries would have you believing masks are the problem #COVID19 #FridayFeeling,1.3122421900856934e+18,0.0,"['COVID19', 'FridayFeeling']",: And some couch revolutionaries would have you believing masks are the problem,"[':', 'and', 'couch', 'revolutionari', 'would', 'believ', 'mask', 'problem']"
46,46,46,46,2020-10-03 04:05:02,21609.0,409.0,en,United States 🤠,0.0,LelePeche,"@ZevShalev @LincolnsBible @jeanguerre @ericgarland @gregolear @narativ_live Trump, et al, are a symbol of corruption, ineptitude, catastrophe &amp; failure. But STILL fox has their teeth in maskless insanity..I mean do they just want full on implosion? He's being treated with therapeutics that hv'nt been available 2 all Amrcns who've succumbed 2 covid.",1.3122422305607967e+18,0.0,[],"Trump, et al, are a symbol of corruption, ineptitude, catastrophe &amp; failure. But STILL fox has their teeth in maskless insanity..I mean do they just want full on implosion? He's being treated with therapeutics that hv'nt been available all Amrcns who've succumbed covid.","['trump', 'et', 'al', 'symbol', 'corrupt', 'ineptitud', 'catastroph', '&', 'amp', 'failur', 'but', 'still', 'fox', 'teeth', 'maskless', 'insan', '..', 'mean', 'want', 'full', 'implos', 'He', ""'s"", 'treat', 'therapeut', ""hv'nt"", 'avail', 'amrcn', ""'ve"", 'succumb', 'covid']"
