,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
10,10,10,10,2020-09-05 04:03:15,19646.0,9560.0,en,Washington,0.0,darlin,Great headline! 1 wedding + 275 guests + 0 masks = 56 COVID cases in 9 Minnesota counties | Grand Forks Herald,1.302094921676075e+18,1.0,[],Great headline! wedding + guests + masks = COVID cases in Minnesota counties | Grand Forks Herald,"['great', 'headlin', '!', 'wed', '+', 'guest', '+', 'mask', '=', 'covid', 'case', 'minnesota', 'counti', '|', 'grand', 'fork', 'herald']"
11,11,11,11,2020-09-05 04:03:44,15419.0,7137.0,en,"Inglewood, California ",3.0,Starrnyota2,@realDonaldTrump @BreitbartNews No use defending a lie. Its all a distraction from the FACT that @SpeakerPelosi does not believe in Covid -19 and refuses to wear a mask! I think it is all a hoax!,1.3020950433987543e+18,0.0,[],No use defending a lie. Its all a distraction from the FACT that does not believe in Covid and refuses to wear a mask! I think it is all a hoax!,"['No', 'use', 'defend', 'lie', 'it', 'distract', 'fact', 'believ', 'covid', 'refus', 'wear', 'mask', '!', 'think', 'hoax', '!']"
12,12,12,12,2020-09-05 04:03:42,110692.0,6890.0,en,"Arizona, USA",307.0,AZRed65,RT @justin_hart: One of my favorite Tik-Tok categories are these microscope zoom-ins. Here’s a #COVID19 mask.,1.302095035438039e+18,0.0,['COVID19'],: One of my favorite Tik-Tok categories are these microscope zoom-ins. Heres a mask.,"[':', 'one', 'favorit', 'tik-tok', 'categori', 'microscop', 'zoom-in', 'here', 'mask']"
13,13,13,13,2020-09-05 04:03:48,112415.0,124380.0,en,"Los Angeles, CA",427.0,danadonly,rich people love to post maskless party photos w captions like “u cAnt bE maD!!! mY famiLY’s cOnCIErge doCtOr wAs ThERe usINg vErY expEnsiVe rApid coviD tEsTs oN Me aNd My hUNDred clOSest friENDs!!!!!”,1.3020950593833206e+18,0.0,[],rich people love to post maskless party photos w captions like u cAnt bE maD!!! mY famiLYs cOnCIErge doCtOr wAs ThERe usINg vErY expEnsiVe rApid coviD tEsTs oN Me aNd My hUNDred clOSest friENDs!!!!!,"['rich', 'peopl', 'love', 'post', 'maskless', 'parti', 'photo', 'w', 'caption', 'like', 'u', 'cant', 'bE', 'mad', '!', '!', '!', 'mY', 'famili', 'concierg', 'doctor', 'wa', 'there', 'use', 'veri', 'expens', 'rapid', 'covid', 'test', 'oN', 'Me', 'and', 'My', 'hundr', 'closest', 'friend', '!', '!', '!', '!', '!']"
14,14,14,14,2020-09-05 04:03:46,48.0,13.0,en,The Homemade Apartment,0.0,SlsuperL,"if the coronavirus was not around, I would not have to wear a mask all the time",1.3020950527605473e+18,0.0,[],"if the coronavirus was not around, I would not have to wear a mask all the time","['coronaviru', 'around', 'would', 'wear', 'mask', 'time']"
15,15,15,15,2020-09-05 04:04:28,68334.0,593.0,en,"California, USA",1.0,CA_bobby77,"@Twitter maybe you should actually do something ie. add a ""report"" option for ""misinformation regarding Covid, masks, or other medical issues""",1.3020952252344402e+18,0.0,[],"maybe you should actually do something ie. add a ""report"" option for ""misinformation regarding Covid, masks, or other medical issues""","['mayb', 'actual', 'someth', 'ie', 'add', '``', 'report', ""''"", 'option', '``', 'misinform', 'regard', 'covid', 'mask', 'medic', 'issu', ""''""]"
16,16,16,16,2020-09-05 04:06:02,114684.0,22603.0,en,"Tacoma, WA",3.0,RedBeretsM4All,@Aine @WholeWashington under merchandise! There are also amazing #COVID19 #MedicareForAll masks sewn by @KyMountaingrrrl!♥️,1.3020956198346097e+18,0.0,"['COVID19', 'MedicareForAll']",under merchandise! There are also amazing masks sewn by !,"['merchandis', '!', 'there', 'also', 'amaz', 'mask', 'sewn', '!']"
17,17,17,17,2020-09-05 04:06:21,197697.0,2036.0,en,"El Paso, Texas",5.0,SMorales_HDHES,"RT @ICastro_ADM: Masks can help prevent the spread of #COVID19 when they are widely used in public. When you wear a mask, you can help prot…",1.3020957028650844e+18,0.0,['COVID19'],": Masks can help prevent the spread of when they are widely used in public. When you wear a mask, you can help prot","[':', 'mask', 'help', 'prevent', 'spread', 'wide', 'use', 'public', 'when', 'wear', 'mask', 'help', 'prot']"
18,18,18,18,2020-09-05 04:06:22,125.0,16.0,en,USA,0.0,Dave00_2017,@DirtyChump @foodologistgirl @sewellchan This is the CDC policy review from May 2020 on masks. Also #COVID19 virus is smaller than the flu...,1.3020957039347507e+18,0.0,['COVID19'],This is the CDC policy review from May on masks. Also virus is smaller than the flu...,"['thi', 'cdc', 'polici', 'review', 'may', 'mask', 'also', 'viru', 'smaller', 'flu', '...']"
19,19,19,19,2020-09-05 04:06:51,1759.0,1545.0,en,"Los Angeles, CA",3.0,Jake90266,"@katrina_wiser @unlibUSA Well masks are littering LA streets. What paragraph of the Green New Deal is that contained in? Also, never had so much wasted packaging as all the Amazon boxes coming to my house on the daily since Covid-19. Environmental decay has been suspended because of COVID.",1.3020958250492805e+18,0.0,[],"Well masks are littering LA streets. What paragraph of the Green New Deal is that contained in? Also, never had so much wasted packaging as all the Amazon boxes coming to my house on the daily since Covid-19. Environmental decay has been suspended because of COVID.","['well', 'mask', 'litter', 'LA', 'street', 'what', 'paragraph', 'green', 'new', 'deal', 'contain', 'also', 'never', 'much', 'wast', 'packag', 'amazon', 'box', 'come', 'hous', 'daili', 'sinc', 'covid-19', 'environment', 'decay', 'suspend', 'covid']"
20,20,20,20,2020-09-05 04:07:50,4354.0,31.0,en,"Longwood, FL",0.0,LeslieKirschen1,"@GovRonDeSantis End mask mandates please. 94% of Covid death were due to 2.6 co morbidity of other illnesses. The virus has a 99.6% survival rate. Studies show asymptomatic people do not spread the virus, 90% of the positive Covid results in multiple states should have been negative.",1.3020960728992604e+18,0.0,[],"End mask mandates please. % of Covid death were due to co morbidity of other illnesses. The virus has a % survival rate. Studies show asymptomatic people do not spread the virus, % of the positive Covid results in multiple states should have been negative.","['end', 'mask', 'mandat', 'pleas', '%', 'covid', 'death', 'due', 'co', 'morbid', 'ill', 'the', 'viru', '%', 'surviv', 'rate', 'studi', 'show', 'asymptomat', 'peopl', 'spread', 'viru', '%', 'posit', 'covid', 'result', 'multipl', 'state', 'neg']"
21,21,21,21,2020-09-05 04:08:19,29121.0,1775.0,en,"California, USA",0.0,Emaciel74,@SpeakerPelosi Stop spreading lies like you're spreading covid by NOT following Ca state requirements in wearing a face mask 😷 you ding bat. #RulesForTheeButNotForMe,1.30209619440384e+18,0.0,['RulesForTheeButNotForMe'],Stop spreading lies like you're spreading covid by NOT following Ca state requirements in wearing a face mask you ding bat.,"['stop', 'spread', 'lie', 'like', ""'re"", 'spread', 'covid', 'not', 'follow', 'Ca', 'state', 'requir', 'wear', 'face', 'mask', 'ding', 'bat']"
22,22,22,22,2020-09-05 04:08:12,8158.0,4020.0,en,SoCal,0.0,FereJohn,"#MAGA If someone you love dies of #coronavirus and you refused to wear a mask when you went out in the world, you may have killed them. Please don't let this happen. Please protect the ones you love! #WearAMask",1.3020961664823951e+18,0.0,"['MAGA', 'coronavirus', 'WearAMask']","If someone you love dies of and you refused to wear a mask when you went out in the world, you may have killed them. Please don't let this happen. Please protect the ones you love!","['If', 'someon', 'love', 'die', 'refus', 'wear', 'mask', 'went', 'world', 'may', 'kill', 'pleas', ""n't"", 'let', 'happen', 'pleas', 'protect', 'one', 'love', '!']"
23,23,23,23,2020-09-05 04:08:32,12936.0,451.0,en,"Norman, OK",0.0,DavidRenner7,"Few masks (if any) Folks packed in tightly. This is like ""Groundhog Day"": 6 more months of COVID.",1.302096249558954e+18,0.0,[],"Few masks (if any) Folks packed in tightly. This is like ""Groundhog Day"": more months of COVID.","['few', 'mask', 'folk', 'pack', 'tightli', 'thi', 'like', '``', 'groundhog', 'day', ""''"", ':', 'month', 'covid']"
24,24,24,24,2020-09-05 04:08:47,6475.0,431.0,en,"Brooklyn, NY",0.0,amgadani,they should make face masks for covid that are lined w skincare products,1.3020963133753915e+18,0.0,[],they should make face masks for covid that are lined w skincare products,"['make', 'face', 'mask', 'covid', 'line', 'w', 'skincar', 'product']"
25,25,25,25,2020-09-05 04:08:47,9662.0,756.0,en,"Boston, MA",0.0,BillGallagher20,"185,000 Americans have died from the #coronavirus no national policy to combat the #COVID don’t wear a mask 😷 by @realDonaldTrump 20,000 students have the virus and 1500 dead. Go back to school is a death sentence #SAVEOURCHILDEN",1.3020963117774807e+18,0.0,"['coronavirus', 'COVID', 'SAVEOURCHILDEN']",Americans have died from the no national policy to combat the dont wear a mask by students have the virus and dead. Go back to school is a death sentence,"['american', 'die', 'nation', 'polici', 'combat', 'dont', 'wear', 'mask', 'student', 'viru', 'dead', 'Go', 'back', 'school', 'death', 'sentenc']"
26,26,26,26,2020-09-05 04:09:51,2830.0,112.0,en,"California, USA",243.0,fatheravaaa_,"RT @GLOCKAFLACA: SF is pretty strict on how they go about COVID. I couldn’t go into any store without wearing a mask CORRECTLY, putting glo…",1.302096582980989e+18,0.0,[],": SF is pretty strict on how they go about COVID. I couldnt go into any store without wearing a mask CORRECTLY, putting glo","[':', 'SF', 'pretti', 'strict', 'go', 'covid', 'couldnt', 'go', 'store', 'without', 'wear', 'mask', 'correctli', 'put', 'glo']"
27,27,27,27,2020-09-05 04:10:33,1719.0,638.0,en,"Westbrook, ME",0.0,News_Fred,"US coronavirus death toll is projected to reach 410,000 in the next 4 months if mask use wanes",1.3020967568894116e+18,0.0,[],US coronavirus death toll is projected to reach in the next months if mask use wanes,"['US', 'coronaviru', 'death', 'toll', 'project', 'reach', 'next', 'month', 'mask', 'use', 'wane']"
28,28,28,28,2020-09-05 04:11:28,57011.0,76593.0,en,"New York, NY",0.0,AaronNagler,"Glad you asked. I was beyond impressed with the care @Kerasotes took in adhering to strict Covid-related protocols. Every staff member had masks, face shields, and gloves and distanced seating was mandated. I will be going again.",1.302096987416912e+18,1.0,[],"Glad you asked. I was beyond impressed with the care took in adhering to strict Covid-related protocols. Every staff member had masks, face shields, and gloves and distanced seating was mandated. I will be going again.","['glad', 'ask', 'beyond', 'impress', 'care', 'took', 'adher', 'strict', 'covid-rel', 'protocol', 'everi', 'staff', 'member', 'mask', 'face', 'shield', 'glove', 'distanc', 'seat', 'mandat', 'go']"
29,29,29,29,2020-09-05 04:11:47,118112.0,19124.0,en,The South,41.0,angie_keathly,"RT @shossy2: High School football is back!! Whoohooooo No mask, no social distancing, just spread the love &amp; the coronavirus! Like Florida…",1.3020970662488064e+18,0.0,[],": High School football is back!! Whoohooooo No mask, no social distancing, just spread the love &amp; the coronavirus! Like Florida","[':', 'high', 'school', 'footbal', 'back', '!', '!', 'whoohooooo', 'No', 'mask', 'social', 'distanc', 'spread', 'love', '&', 'amp', 'coronaviru', '!', 'like', 'florida']"
30,30,30,30,2020-09-05 04:13:54,1702.0,685.0,en,"Middle River, MD",0.0,Tai45106228,If y’all in ATL wear a mask man . Covid prolly in there partying with y’all . But have fun and be safe 🙏🏾,1.3020976027632517e+18,0.0,[],If yall in ATL wear a mask man . Covid prolly in there partying with yall . But have fun and be safe,"['If', 'yall', 'atl', 'wear', 'mask', 'man', 'covid', 'prolli', 'parti', 'yall', 'but', 'fun', 'safe']"
31,31,31,31,2020-09-05 04:13:50,8795.0,1528.0,en,Palm Springs,0.0,davidrogge,"Anyone else treat coronavirus like a deadly fart cloud? Like if I pass someone out in the world, I judge our relative velocities, wind speed, and my closeness to their path before deciding it's safe to pull down my mask. 💨😷📉",1.3020975821019013e+18,0.0,[],"Anyone else treat coronavirus like a deadly fart cloud? Like if I pass someone out in the world, I judge our relative velocities, wind speed, and my closeness to their path before deciding it's safe to pull down my mask.","['anyon', 'els', 'treat', 'coronaviru', 'like', 'deadli', 'fart', 'cloud', 'like', 'pass', 'someon', 'world', 'judg', 'rel', 'veloc', 'wind', 'speed', 'close', 'path', 'decid', ""'s"", 'safe', 'pull', 'mask']"
32,32,32,32,2020-09-05 04:13:55,7.0,20.0,en,"Newark, CA",0.0,butrmlkbuscuits,People that drive with mask on are idiots...yup I said it! #why #coronavirus #mask,1.3020976037906924e+18,0.0,"['why', 'coronavirus', 'mask']",People that drive with mask on are idiots...yup I said it!,"['peopl', 'drive', 'mask', 'idiot', '...', 'yup', 'said', '!']"
33,33,33,33,2020-09-05 04:14:22,39.0,20.0,en,United States,0.0,bpmarkets,@survivor3xs The risk of dying from COVID is minuscule especially if a mandatory mask is required. On the other hand sadly.. you can’t restrict fraudulent activity from these DemocRATS 🐍,1.3020977197591224e+18,0.0,[],The risk of dying from COVID is minuscule especially if a mandatory mask is required. On the other hand sadly.. you cant restrict fraudulent activity from these DemocRATS,"['the', 'risk', 'die', 'covid', 'minuscul', 'especi', 'mandatori', 'mask', 'requir', 'On', 'hand', 'sadli', '..', 'cant', 'restrict', 'fraudul', 'activ', 'democrat']"
34,34,34,34,2020-09-05 04:14:24,2238.0,66.0,en,"Houston, TX",0.0,mac_n_chase_,Looking at pre-covid pics makes me so sad and wanting to go back to normal!! Wear y’all damn mask!!,1.3020977276906168e+18,0.0,[],Looking at pre-covid pics makes me so sad and wanting to go back to normal!! Wear yall damn mask!!,"['look', 'pre-covid', 'pic', 'make', 'sad', 'want', 'go', 'back', 'normal', '!', '!', 'wear', 'yall', 'damn', 'mask', '!', '!']"
35,35,35,35,2020-09-05 04:14:52,4896.0,1403.0,en,"Houston, Texas",56.0,BrianAnthonyBo1,"@realDonaldTrump @BreitbartNews Come to find out, this salon owner had been operating her salon in violation of #COVID orders since APRIL, including doing customers' hair HERSEFLF, and without wearing a mask! The stylist spilled ALL the tea!",1.3020978421824594e+18,0.0,['COVID'],"Come to find out, this salon owner had been operating her salon in violation of orders since APRIL, including doing customers' hair HERSEFLF, and without wearing a mask! The stylist spilled ALL the tea!","['come', 'find', 'salon', 'owner', 'oper', 'salon', 'violat', 'order', 'sinc', 'april', 'includ', 'custom', 'hair', 'herseflf', 'without', 'wear', 'mask', '!', 'the', 'stylist', 'spill', 'all', 'tea', '!']"
36,36,36,36,2020-09-05 04:15:09,3377.0,191411.0,en,"Buffalo, NY",3.0,WGRZ,"A model cited by the White House says the number of new coronavirus deaths through December could be reduced by 120,000 if nearly everyone wears masks.",1.3020979150124196e+18,1.0,[],A model cited by the White House says the number of new coronavirus deaths through December could be reduced by if nearly everyone wears masks.,"['A', 'model', 'cite', 'white', 'hous', 'say', 'number', 'new', 'coronaviru', 'death', 'decemb', 'could', 'reduc', 'nearli', 'everyon', 'wear', 'mask']"
37,37,37,37,2020-09-05 04:15:12,30300.0,259.0,en,"Sacramento, CA",194.0,theghost1776,RT @catvalente: Maine was doing pretty great with COVID but two fucking selfish monsters HAD to have their precious wedding with no masks b…,1.3020979286227558e+18,0.0,[],: Maine was doing pretty great with COVID but two fucking selfish monsters HAD to have their precious wedding with no masks b,"[':', 'main', 'pretti', 'great', 'covid', 'two', 'fuck', 'selfish', 'monster', 'had', 'preciou', 'wed', 'mask', 'b']"
38,38,38,38,2020-09-05 04:15:10,811.0,289.0,en,"Atlanta, GA",0.0,TrenaeFineAss,Im screaming im at the strip club getting food and this nigga said “take yo mask off baby aint no covid” 😂😂😂😂😂😂😂😂 WHET ACTUALLY ITS ALOT OF COVID 😂😂😂😂😂,1.3020979195506442e+18,0.0,[],Im screaming im at the strip club getting food and this nigga said take yo mask off baby aint no covid WHET ACTUALLY ITS ALOT OF COVID,"['Im', 'scream', 'im', 'strip', 'club', 'get', 'food', 'nigga', 'said', 'take', 'yo', 'mask', 'babi', 'aint', 'covid', 'whet', 'actual', 'it', 'alot', 'OF', 'covid']"
39,39,39,39,2020-09-05 04:15:14,1597.0,984.0,en,"Denver, CO",0.0,MatthewWynia,1 wedding + 275 guests + 0 masks = 56 COVID cases in 9 Minnesota counties | Grand Forks Herald,1.3020979379550822e+18,0.0,[],wedding + guests + masks = COVID cases in Minnesota counties | Grand Forks Herald,"['wed', '+', 'guest', '+', 'mask', '=', 'covid', 'case', 'minnesota', 'counti', '|', 'grand', 'fork', 'herald']"
40,40,40,40,2020-09-05 04:16:00,16004.0,1947.0,en,"Brookings, SD",267.0,SuptWillert,"RT @DrRickKnabb: Here’s the science behind how wearing masks lessens the spread of #COVID19, plus we bust a myth about masks during #WUTV o…",1.3020981282549637e+18,0.0,"['COVID19', 'WUTV']",": Heres the science behind how wearing masks lessens the spread of , plus we bust a myth about masks during o","[':', 'here', 'scienc', 'behind', 'wear', 'mask', 'lessen', 'spread', 'plu', 'bust', 'myth', 'mask']"
41,41,41,41,2020-09-05 04:16:15,6063.0,401.0,en,"West Des Moines, IA",6.0,Sarahearmstrong,"RT @KCCINews: US coronavirus death toll is projected to reach 410,000 in the next 4 months if mask use wanes",1.3020981930821345e+18,0.0,[],: US coronavirus death toll is projected to reach in the next months if mask use wanes,"[':', 'US', 'coronaviru', 'death', 'toll', 'project', 'reach', 'next', 'month', 'mask', 'use', 'wane']"
42,42,42,42,2020-09-05 04:16:49,5836.0,327.0,en,"Minneapolis, MN",0.0,JDK_MSP,@JimDeMint @davereaboi It’s like “I’m wearing a mask because it protects me from Covid” peaceful,1.3020983344301711e+18,0.0,[],Its like Im wearing a mask because it protects me from Covid peaceful,"['it', 'like', 'Im', 'wear', 'mask', 'protect', 'covid', 'peac']"
43,43,43,43,2020-09-05 04:16:38,2791.0,676.0,en,northampton,0.0,charliesark81,@the_resistor @realDonaldTrump if you do your research masks actually do not the uk when the pandemic( curve) was high we were told that masks didnt offer protection but now when the curve has flatlined they make us wear them even tho your 7 times more likely to catch flu then covid.,1.3020982900335452e+18,0.0,[],if you do your research masks actually do not the uk when the pandemic( curve) was high we were told that masks didnt offer protection but now when the curve has flatlined they make us wear them even tho your times more likely to catch flu then covid.,"['research', 'mask', 'actual', 'uk', 'pandem', 'curv', 'high', 'told', 'mask', 'didnt', 'offer', 'protect', 'curv', 'flatlin', 'make', 'us', 'wear', 'even', 'tho', 'time', 'like', 'catch', 'flu', 'covid']"
44,44,44,44,2020-09-05 04:17:53,49.0,3824.0,en,City of Trees 9:16,0.0,MszLisaLisa,Order your @TheRealOakland mask now! Link in their Bio #Mask #Quarantine #Coronavirus #Covid19 #RealOakland #Oakland #Oaklandca #BayArea #ExplorePage #Explore #Viral #Fashion #TheRealOakland #510 #EastBay…,1.3020986026894664e+18,0.0,"['Mask', 'Quarantine', 'Coronavirus', 'Covid19', 'RealOakland', 'Oakland', 'Oaklandca', 'BayArea', 'ExplorePage', 'Explore', 'Viral', 'Fashion', 'TheRealOakland', '510', 'EastBay']",Order your mask now! Link in their Bio,"['order', 'mask', '!', 'link', 'bio']"
45,45,45,45,2020-09-05 04:19:32,1517.0,940.0,en,"Houston, TX",0.0,Oclark38,These damn idiots that will be out on Labor Day with no masks and not practicing social distancing is going to possibly cause another Covid spike.,1.302099019225854e+18,0.0,[],These damn idiots that will be out on Labor Day with no masks and not practicing social distancing is going to possibly cause another Covid spike.,"['these', 'damn', 'idiot', 'labor', 'day', 'mask', 'practic', 'social', 'distanc', 'go', 'possibl', 'caus', 'anoth', 'covid', 'spike']"
46,46,46,46,2020-09-05 04:20:13,2681.0,92.0,en,"Port Orchard, WA",124.0,sheskores,"RT @marykarrlit: Overheard: If you don’t need a mask because God’s protecting you, you don’t need an assault rifle either. #COVID19 #TrumpL…",1.3020991889020314e+18,0.0,"['COVID19', 'TrumpL']",": Overheard: If you dont need a mask because Gods protecting you, you dont need an assault rifle either.","[':', 'overheard', ':', 'If', 'dont', 'need', 'mask', 'god', 'protect', 'dont', 'need', 'assault', 'rifl', 'either']"
47,47,47,47,2020-09-05 04:20:10,4624.0,152.0,en,"Philadelphia, PA",0.0,al_weapon_1,@MsCharleyS @kayleighmcenany @realDonaldTrump You can count on it! Who the hell runs scared from a virus? Especially a fairly non- lethal virus as is COVID-19? Public is catching on.Boardwalk was loaded with Americans disregarding this mask nonsense! All week!Still don’t know a soul who knows a soul with Covid. Explain that,1.3020991759208653e+18,0.0,[],You can count on it! Who the hell runs scared from a virus? Especially a fairly non- lethal virus as is COVID-19? Public is catching on.Boardwalk was loaded with Americans disregarding this mask nonsense! All week!Still dont know a soul who knows a soul with Covid. Explain that,"['you', 'count', '!', 'who', 'hell', 'run', 'scare', 'viru', 'especi', 'fairli', 'non-', 'lethal', 'viru', 'covid-19', 'public', 'catch', 'on.boardwalk', 'load', 'american', 'disregard', 'mask', 'nonsens', '!', 'all', 'week', '!', 'still', 'dont', 'know', 'soul', 'know', 'soul', 'covid', 'explain']"
48,48,48,48,2020-09-05 04:20:27,39959.0,22824.0,en,"St Louis, MO",4.0,ITGuy1959,@BretBaier Marks don't help. There no correlation to mask mandates and #COVID spread. I could show you dozens of tweets / graphs like below..👇 Do some journalism and produce data / research that shows the opposite. I'll wait.,1.302099248410964e+18,0.0,['COVID'],Marks don't help. There no correlation to mask mandates and spread. I could show you dozens of tweets / graphs like below.. Do some journalism and produce data / research that shows the opposite. I'll wait.,"['mark', ""n't"", 'help', 'there', 'correl', 'mask', 'mandat', 'spread', 'could', 'show', 'dozen', 'tweet', '/', 'graph', 'like', '..', 'Do', 'journal', 'produc', 'data', '/', 'research', 'show', 'opposit', ""'ll"", 'wait']"
49,49,49,49,2020-09-05 04:21:40,3944.0,1074.0,en,"Honolulu, HI",1.0,subiyoung888,Guys why is it so hard for people to understand that wearing a mask is useless and doesn’t actually provide any protection in the prevention of spreading COVID? What are people not getting? What specific evidence do they need to see? I’m trying so hard to not get frustrated.,1.302099556415357e+18,0.0,[],Guys why is it so hard for people to understand that wearing a mask is useless and doesnt actually provide any protection in the prevention of spreading COVID? What are people not getting? What specific evidence do they need to see? Im trying so hard to not get frustrated.,"['guy', 'hard', 'peopl', 'understand', 'wear', 'mask', 'useless', 'doesnt', 'actual', 'provid', 'protect', 'prevent', 'spread', 'covid', 'what', 'peopl', 'get', 'what', 'specif', 'evid', 'need', 'see', 'Im', 'tri', 'hard', 'get', 'frustrat']"
50,50,50,50,2020-09-05 04:22:53,6143.0,1808.0,en,west end,0.0,johnkelly54,@shutittadger18 @hhehasitall1 @JohnMag76595081 @Gunnie__67 ano way they masks cover there coupons lol not allowed tae visit now way this covid shit,1.3020998600578826e+18,0.0,[],ano way they masks cover there coupons lol not allowed tae visit now way this covid shit,"['ano', 'way', 'mask', 'cover', 'coupon', 'lol', 'allow', 'tae', 'visit', 'way', 'covid', 'shit']"
