,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
10,10,10,10,2020-05-19 04:09:19,370.0,16.0,en,"Bergenfield, NJ",0.0,Marlene53324056,"@voxdotcom Hello this is the same man that wont wear a mask, gloves and wont social distance, is promoting gatherings, rushing governors to open states. Hell no he's not taking an unapproved covid 19 preventative medication.",1.2625961715765985e+18,0.0,[],"Hello this is the same man that wont wear a mask, gloves and wont social distance, is promoting gatherings, rushing governors to open states. Hell no he's not taking an unapproved covid preventative medication.","['hello', 'man', 'wont', 'wear', 'mask', 'glove', 'wont', 'social', 'distanc', 'promot', 'gather', 'rush', 'governor', 'open', 'state', 'hell', ""'s"", 'take', 'unapprov', 'covid', 'prevent', 'medic']"
11,11,11,11,2020-05-19 04:10:17,0.0,74933.0,en,In Your Mind Now,0.0,TomthunkitsMind,"If you decide to go outside to parks &amp; beaches to enjoy the nice weather, beware of public bathrooms, Porta Pottys, or changing stations because #COVID19 can remain airborne for up to 3 hours in enclosed spaces. Remember only N95 masks can prevent you from inhaling the virus 14",1.2625964140493128e+18,0.0,['COVID19'],"If you decide to go outside to parks &amp; beaches to enjoy the nice weather, beware of public bathrooms, Porta Pottys, or changing stations because can remain airborne for up to hours in enclosed spaces. Remember only N95 masks can prevent you from inhaling the virus","['If', 'decid', 'go', 'outsid', 'park', '&', 'amp', 'beach', 'enjoy', 'nice', 'weather', 'bewar', 'public', 'bathroom', 'porta', 'potti', 'chang', 'station', 'remain', 'airborn', 'hour', 'enclos', 'space', 'rememb', 'n95', 'mask', 'prevent', 'inhal', 'viru']"
12,12,12,12,2020-05-19 04:10:08,9181.0,979.0,en,"California, USA",3.0,mindfulmoon10,"@AaronPowell24 @RealMattCouch This ignores all of the studies showing that most (in any) style masks don’t work, the virus being too small. And also ignores the dangers of prolonged mask wearing. Recent study shows that masks could cause covid to infect the brain. Unhealthy and stupid.",1.2625963740103311e+18,0.0,[],"This ignores all of the studies showing that most (in any) style masks dont work, the virus being too small. And also ignores the dangers of prolonged mask wearing. Recent study shows that masks could cause covid to infect the brain. Unhealthy and stupid.","['thi', 'ignor', 'studi', 'show', 'style', 'mask', 'dont', 'work', 'viru', 'small', 'and', 'also', 'ignor', 'danger', 'prolong', 'mask', 'wear', 'recent', 'studi', 'show', 'mask', 'could', 'caus', 'covid', 'infect', 'brain', 'unhealthi', 'stupid']"
13,13,13,13,2020-05-19 04:11:07,48585.0,193.0,en,"Laguna Beach, CA",13463.0,bamc2016,"RT @kaitlancollins: Nearly 90,000 Americans have been killed by coronavirus, and the president is tweeting about me pulling my mask down fo…",1.2625966249723126e+18,0.0,[],": Nearly Americans have been killed by coronavirus, and the president is tweeting about me pulling my mask down fo","[':', 'nearli', 'american', 'kill', 'coronaviru', 'presid', 'tweet', 'pull', 'mask', 'fo']"
14,14,14,14,2020-05-19 04:12:03,10498.0,17194.0,en,,1.0,TheHiddenJewell,"@laralogan @Cernovich According to Johns Hopkins research more than 250,000 innocent people are killed each year as a result of PREVENTABLE medical errors caused by Doctors, Nurses, and Pharmacists. This year its higher but the numbers will be masked by Wuhan virus.",1.2625968596814395e+18,0.0,[],"According to Johns Hopkins research more than innocent people are killed each year as a result of PREVENTABLE medical errors caused by Doctors, Nurses, and Pharmacists. This year its higher but the numbers will be masked by Wuhan virus.","['accord', 'john', 'hopkin', 'research', 'innoc', 'peopl', 'kill', 'year', 'result', 'prevent', 'medic', 'error', 'caus', 'doctor', 'nurs', 'pharmacist', 'thi', 'year', 'higher', 'number', 'mask', 'wuhan', 'viru']"
15,15,15,15,2020-05-19 04:12:56,62639.0,4714.0,en,"Indianapolis, IN",70.0,Jolynsvoice,RT @ZadeSmith4: Quick question? I find no bio-hazard bins to throw away your gloves and masks. I thought #COVID19 was highly contagious…,1.2625970786954117e+18,0.0,['COVID19'],: Quick question? I find no bio-hazard bins to throw away your gloves and masks. I thought was highly contagious,"[':', 'quick', 'question', 'find', 'bio-hazard', 'bin', 'throw', 'away', 'glove', 'mask', 'thought', 'highli', 'contagi']"
16,16,16,16,2020-05-19 04:13:21,107401.0,72356.0,en,"New Jersey, USA",62.0,deanbc1,RT @nofear86868532: No masks: President Trump says open up. Cities not comply are being sued. COVID SCAMS - Harm of rebreathing CO2...Will…,1.2625971866400563e+18,0.0,[],: No masks: President Trump says open up. Cities not comply are being sued. COVID SCAMS - Harm of rebreathing CO2...Will,"[':', 'No', 'mask', ':', 'presid', 'trump', 'say', 'open', 'citi', 'compli', 'su', 'covid', 'scam', '-', 'harm', 'rebreath', 'co2', '...', 'will']"
17,17,17,17,2020-05-19 04:13:42,7021.0,492.0,en,United States,172.0,ppprogressive,"RT @TheRickyDavila: Today, Propaganda outlet The Federalist insinuated that wearing a mask during the Coronavirus is a sign of weakness. R…",1.262597271964848e+18,0.0,[],": Today, Propaganda outlet The Federalist insinuated that wearing a mask during the Coronavirus is a sign of weakness. R","[':', 'today', 'propaganda', 'outlet', 'the', 'federalist', 'insinu', 'wear', 'mask', 'coronaviru', 'sign', 'weak', 'R']"
18,18,18,18,2020-05-19 04:13:53,371596.0,9031.0,en,United States,0.0,AJCalMaga,Coronavirus masks also helping crooks blend in via @detroitnews,1.262597320883032e+18,0.0,[],Coronavirus masks also helping crooks blend in via,"['coronaviru', 'mask', 'also', 'help', 'crook', 'blend', 'via']"
19,19,19,19,2020-05-19 04:14:01,583587.0,2332.0,en,"Boise, ID",0.0,sjrose99,@BillKristol @realDonaldTrump believes an untested medicine will keep him and others safe from contracting #COVID19. He's endangering himself and others. Who prescribed it for Trump? What's going on here? Safer: Trump--Wear a mask! @FDA_Drug_Info @AmerMedicalAssn @American_Heart,1.2625973536067994e+18,0.0,['COVID19'],believes an untested medicine will keep him and others safe from contracting . He's endangering himself and others. Who prescribed it for Trump? What's going on here? Safer: Trump--Wear a mask!,"['believ', 'untest', 'medicin', 'keep', 'other', 'safe', 'contract', 'He', ""'s"", 'endang', 'other', 'who', 'prescrib', 'trump', 'what', ""'s"", 'go', 'safer', ':', 'trump', '--', 'wear', 'mask', '!']"
20,20,20,20,2020-05-19 04:17:51,16727.0,59.0,en,"Chicago, IL",402.0,jihxdah,RT @chicagosmayor: Do it for our city. Help stop the spread of #COVID19 by wearing a mask to protect your fellow Chicagoans. #MaskOn #WeAre…,1.2625983158306245e+18,0.0,"['COVID19', 'MaskOn', 'WeAre']",: Do it for our city. Help stop the spread of by wearing a mask to protect your fellow Chicagoans.,"[':', 'Do', 'citi', 'help', 'stop', 'spread', 'wear', 'mask', 'protect', 'fellow', 'chicagoan']"
21,21,21,21,2020-05-19 04:17:58,35.0,58.0,en,New york,2.0,freesandstorm,"RT @Nachiketa84: My friend @AnirbanSpeaketh from #Kolkata asked me ""Should I wear mask during #CycloneAmphan and #COVID19"". He asked me thi…",1.2625983452702433e+18,0.0,"['Kolkata', 'CycloneAmphan', 'COVID19']",": My friend from asked me ""Should I wear mask during and "". He asked me thi","[':', 'My', 'friend', 'ask', '``', 'should', 'wear', 'mask', '``', 'He', 'ask', 'thi']"
22,22,22,22,2020-05-19 04:18:26,3557.0,111.0,en,United States,0.0,cannamamama,"I’m almost done with the mask orders I took over a month ago. Once I’m done, I AM DONE. Until I’m not again. #masks #COVID19",1.2625984631849288e+18,0.0,"['masks', 'COVID19']","Im almost done with the mask orders I took over a month ago. Once Im done, I AM DONE. Until Im not again.","['Im', 'almost', 'done', 'mask', 'order', 'took', 'month', 'ago', 'onc', 'Im', 'done', 'AM', 'done', 'until', 'Im']"
23,23,23,23,2020-05-19 04:19:17,8248.0,8946.0,en,"Chicago, IL",0.0,DeborahACruz,"Wonder why we’re all gaining the #quarantine15 ? None of us know what time, day or month it is and we’re stuck inside trying not to kill each other w/ #coronavirus .I’m thinking of permanently attaching my mask so I can disrupt the #stresseating I’m doing at midnight. #2ndDinner",1.262598678369493e+18,1.0,"['quarantine15', 'coronavirus', 'stresseating', '2ndDinner']","Wonder why were all gaining the ? None of us know what time, day or month it is and were stuck inside trying not to kill each other w/ .Im thinking of permanently attaching my mask so I can disrupt the Im doing at midnight.","['wonder', 'gain', 'none', 'us', 'know', 'time', 'day', 'month', 'stuck', 'insid', 'tri', 'kill', 'w/', '.im', 'think', 'perman', 'attach', 'mask', 'disrupt', 'Im', 'midnight']"
24,24,24,24,2020-05-19 04:19:37,14046.0,84.0,en,"Orlando, FL",0.0,natali_bill,@BrandenJMusic Bullshit....the covid virus is smaller then anything your mask can protect you from...I hate to say this but Google it.....,1.2625987629265715e+18,0.0,[],Bullshit....the covid virus is smaller then anything your mask can protect you from...I hate to say this but Google it.....,"['bullshit', '....', 'covid', 'viru', 'smaller', 'anyth', 'mask', 'protect', '...', 'hate', 'say', 'googl', '.....']"
25,25,25,25,2020-05-19 04:20:22,4847.0,621.0,en,"Seattle, WA",0.0,kurtricketts,"@AK4WA @mjp2 Did not read to the end before replying? ""But we are reusing masks every day, and none of my coworkers have been sick. None"" Why don't you listen to the doctors working on COVID patients?",1.2625989522615214e+18,0.0,[],"Did not read to the end before replying? ""But we are reusing masks every day, and none of my coworkers have been sick. None"" Why don't you listen to the doctors working on COVID patients?","['did', 'read', 'end', 'repli', '``', 'but', 'reus', 'mask', 'everi', 'day', 'none', 'cowork', 'sick', 'none', ""''"", 'whi', ""n't"", 'listen', 'doctor', 'work', 'covid', 'patient']"
26,26,26,26,2020-05-19 04:20:20,67217.0,12363.0,en,"East Rochester, NY",57.0,AmazingDouglass,"RT @JRehling: Trump has been taking hydroxychloroquine to prevent Coronavirus, which doesn't work, and refusing to wear a mask, which does…",1.2625989445064172e+18,0.0,[],": Trump has been taking hydroxychloroquine to prevent Coronavirus, which doesn't work, and refusing to wear a mask, which does","[':', 'trump', 'take', 'hydroxychloroquin', 'prevent', 'coronaviru', ""n't"", 'work', 'refus', 'wear', 'mask']"
27,27,27,27,2020-05-19 04:21:35,28493.0,504.0,en,"Atascocita, TX",211.0,KGAB2018,RT @SylvesterTurner: Wearing masks should not be a political issue. #COVID19 does not discriminate based on political ideology. Wearing m…,1.2625992581649203e+18,0.0,['COVID19'],: Wearing masks should not be a political issue. does not discriminate based on political ideology. Wearing m,"[':', 'wear', 'mask', 'polit', 'issu', 'discrimin', 'base', 'polit', 'ideolog', 'wear']"
28,28,28,28,2020-05-19 04:22:23,61280.0,325.0,en,"Washington, USA",0.0,Halfastorian,@donald_scherer @IrinaStrizhevs1 @MaddowBlog Sure. Prescribed properly for covid patients in a clinical setting... but this moron in chief claims perfect health and won’t even wear a mask or distance himself properly 🙄,1.262599457276719e+18,0.0,[],Sure. Prescribed properly for covid patients in a clinical setting... but this moron in chief claims perfect health and wont even wear a mask or distance himself properly,"['sure', 'prescrib', 'properli', 'covid', 'patient', 'clinic', 'set', '...', 'moron', 'chief', 'claim', 'perfect', 'health', 'wont', 'even', 'wear', 'mask', 'distanc', 'properli']"
29,29,29,29,2020-05-19 04:22:46,80889.0,1110.0,en,"Johnson City, NY",35.0,ChristineFFFFF,RT @mog7546: UNIVERSAL MASK-WEARING #HongKong controlled the coronavirus with the help of face masks. Here’s how Hong Kong has officially…,1.2625995555536773e+18,0.0,['HongKong'],: UNIVERSAL MASK-WEARING controlled the coronavirus with the help of face masks. Heres how Hong Kong has officially,"[':', 'univers', 'mask-wear', 'control', 'coronaviru', 'help', 'face', 'mask', 'here', 'hong', 'kong', 'offici']"
30,30,30,30,2020-05-19 04:23:28,37164.0,307.0,en,Idaho,663.0,Lamia802,"RT @DeAnna4Congress: If you're frightened that Coronavirus is going to come get you, then by all means stay locked up inside, wear a mask i…",1.2625997325824655e+18,0.0,[],": If you're frightened that Coronavirus is going to come get you, then by all means stay locked up inside, wear a mask i","[':', 'If', ""'re"", 'frighten', 'coronaviru', 'go', 'come', 'get', 'mean', 'stay', 'lock', 'insid', 'wear', 'mask']"
31,31,31,31,2020-05-19 04:24:59,43860.0,307.0,en,Long Island NY,215.0,july26th1956,"RT @NoLongerIgnored: Dr. Fauci on #FaceMasks 😷 ""People should not be...there's no reason to be walking around with a mask"" #COVID https:/…",1.2626001117560996e+18,0.0,"['FaceMasks', 'COVID']",": Dr. Fauci on ""People should not be...there's no reason to be walking around with a mask"" https:/","[':', 'dr.', 'fauci', '``', 'peopl', '...', ""'s"", 'reason', 'walk', 'around', 'mask', ""''"", 'http', ':', '/']"
32,32,32,32,2020-05-19 04:25:23,3303.0,325.0,en,"California, USA",1.0,FoundationToc,Operation Guarding Angels - Laguna Woods Senior Home 5/17/2020 Dedicated volunteers and their next generation took time out of their weekend to assemble and deliver 6000 masks to seniors at Laguna Woods Senior Home. #GuardingTheAngels #Covid19 #StrongerTogether #inthistogether,1.262600213715288e+18,0.0,"['GuardingTheAngels', 'Covid19', 'StrongerTogether', 'inthistogether']",Operation Guarding Angels - Laguna Woods Senior Home /17/2020 Dedicated volunteers and their next generation took time out of their weekend to assemble and deliver masks to seniors at Laguna Woods Senior Home.,"['oper', 'guard', 'angel', '-', 'laguna', 'wood', 'senior', 'home', '/17/2020', 'dedic', 'volunt', 'next', 'gener', 'took', 'time', 'weekend', 'assembl', 'deliv', 'mask', 'senior', 'laguna', 'wood', 'senior', 'home']"
33,33,33,33,2020-05-19 04:27:45,3169.0,278.0,en,"Garland, TX",1601.0,jrob81,RT @NBCDFW: Inventors developed a coronavirus mask that lets you eat without taking it off. Squeeze a lever and it opens a slot so you can…,1.2626008081825505e+18,0.0,[],: Inventors developed a coronavirus mask that lets you eat without taking it off. Squeeze a lever and it opens a slot so you can,"[':', 'inventor', 'develop', 'coronaviru', 'mask', 'let', 'eat', 'without', 'take', 'squeez', 'lever', 'open', 'slot']"
34,34,34,34,2020-05-19 04:27:43,3303.0,325.0,en,"California, USA",1.0,FoundationToc,Our teenage volunteers distributed the masks to the seniors while they were outdoors on their lawn listening to music. #TOCF #TOCFoundation #ChineseAmerican #GuardingTheAngels #PPEShortages #Covid19 #StrongerTogether #StayHomeSaveLives #inthistogether,1.2626007991981793e+18,0.0,"['TOCF', 'TOCFoundation', 'ChineseAmerican', 'GuardingTheAngels', 'PPEShortages', 'Covid19', 'StrongerTogether', 'StayHomeSaveLives', 'inthistogether']",Our teenage volunteers distributed the masks to the seniors while they were outdoors on their lawn listening to music.,"['our', 'teenag', 'volunt', 'distribut', 'mask', 'senior', 'outdoor', 'lawn', 'listen', 'music']"
35,35,35,35,2020-05-19 04:30:47,63.0,4995.0,en,USA,0.0,PulpNews,Coronavirus Impact: San #Francisco nurse creates possible solution to face mask miscommuni - May 19 @ 12:29 AM ET,1.262601571344552e+18,0.0,['Francisco'],Coronavirus Impact: San nurse creates possible solution to face mask miscommuni - May :29 AM ET,"['coronaviru', 'impact', ':', 'san', 'nurs', 'creat', 'possibl', 'solut', 'face', 'mask', 'miscommuni', '-', 'may', ':29', 'AM', 'ET']"
36,36,36,36,2020-05-19 04:30:44,1547.0,5333.0,en,"San Jose, US",0.0,mapsofworld,"@MSNBC With reopening of the economy, it would become mandatory to wear masks and maintain social distancing Latest updates | # cases per million population👇 #COVID19 #Corona",1.262601557721391e+18,0.0,"['COVID19', 'Corona']","With reopening of the economy, it would become mandatory to wear masks and maintain social distancing Latest updates | cases per million population","['with', 'reopen', 'economi', 'would', 'becom', 'mandatori', 'wear', 'mask', 'maintain', 'social', 'distanc', 'latest', 'updat', '|', 'case', 'per', 'million', 'popul']"
37,37,37,37,2020-05-19 04:31:47,10569.0,114.0,en,United States,3771.0,SammBoca,RT @RepSwalwell: Stop wearing face masks. #coronavirus,1.2626018247769907e+18,0.0,['coronavirus'],: Stop wearing face masks.,"[':', 'stop', 'wear', 'face', 'mask']"
38,38,38,38,2020-05-19 04:31:40,11019.0,3630.0,en,"New York, NY",0.0,barrypopik,"“Dear #Plexiglass; Thank you for protecting me from the masked #cashier that just touched EVERY single item I am now taking home” (@USMCSDI and Katie Jean on Facebook, May 16). #quotes #jokes #stores #coronavirus",1.2626017928247173e+18,0.0,"['Plexiglass', 'cashier', 'quotes', 'jokes', 'stores', 'coronavirus']","Dear ; Thank you for protecting me from the masked that just touched EVERY single item I am now taking home ( and Katie Jean on Facebook, May ).","['dear', 'thank', 'protect', 'mask', 'touch', 'everi', 'singl', 'item', 'take', 'home', 'kati', 'jean', 'facebook', 'may']"
39,39,39,39,2020-05-25 04:00:21,24870.0,24629.0,en,USA,0.0,BlazeOfTruth,"@mancode1972 @TrumperSeaney @Alyssa_Milano Covid mortality rate: 0.01% Alyssa Milano’s chop shop of a vagina: 50% Forget masks, send her some condoms.",1.2647682388750008e+18,0.0,[],"Covid mortality rate: % Alyssa Milanos chop shop of a vagina: % Forget masks, send her some condoms.","['covid', 'mortal', 'rate', ':', '%', 'alyssa', 'milano', 'chop', 'shop', 'vagina', ':', '%', 'forget', 'mask', 'send', 'condom']"
40,40,40,40,2020-05-25 04:00:09,9436.0,4059.0,en,Missouri,1793.0,russ30327,"RT @Asifbhamlaa: #Day18 The poor have been severely hit by the coronavirus pandemic. Volunteers of @bhamlafoundatio doing mask, sanitizer…",1.2647681922049802e+18,0.0,['Day18'],": The poor have been severely hit by the coronavirus pandemic. Volunteers of doing mask, sanitizer","[':', 'the', 'poor', 'sever', 'hit', 'coronaviru', 'pandem', 'volunt', 'mask', 'sanit']"
41,41,41,41,2020-05-25 04:00:25,56939.0,1777.0,en,"Strongsville, Ohio",0.0,TaraWilcoxon,"Since this Covid thing started, I have had moments of feeling like I’m a total jerk. No reason for it, I’m laying low, wearing a mask, being a responsible human, etc. But I am tearing myself to shreds and god damn it, I’m tired of it!",1.2647682576739082e+18,0.0,[],"Since this Covid thing started, I have had moments of feeling like Im a total jerk. No reason for it, Im laying low, wearing a mask, being a responsible human, etc. But I am tearing myself to shreds and god damn it, Im tired of it!","['sinc', 'covid', 'thing', 'start', 'moment', 'feel', 'like', 'Im', 'total', 'jerk', 'No', 'reason', 'Im', 'lay', 'low', 'wear', 'mask', 'respons', 'human', 'etc', 'but', 'tear', 'shred', 'god', 'damn', 'Im', 'tire', '!']"
42,42,42,42,2020-05-25 04:00:33,36217.0,119.0,en,United States,9209.0,NationalParklvr,"RT @BrettPransky: A question for the mask-less true believers: If God will protect you from #COVIDー19, then why do you need an AR-15 to pr…",1.264768290041344e+18,0.0,['COVIDー19'],": A question for the mask-less true believers: If God will protect you from , then why do you need an AR-15 to pr","[':', 'A', 'question', 'mask-less', 'true', 'believ', ':', 'If', 'god', 'protect', 'need', 'ar-15', 'pr']"
43,43,43,43,2020-05-25 04:02:13,3523.0,923.0,en,"Seattle, WA",0.0,Pcsst,And thats why you wear a mask. Two Hairstylists With Coronavirus May Have Exposed More Than 140 Other People #SmartNews,1.264768709161177e+18,0.0,['SmartNews'],And thats why you wear a mask. Two Hairstylists With Coronavirus May Have Exposed More Than Other People,"['and', 'that', 'wear', 'mask', 'two', 'hairstylist', 'with', 'coronaviru', 'may', 'have', 'expos', 'more', 'than', 'other', 'peopl']"
44,44,44,44,2020-05-25 04:04:05,14242.0,370.0,en,"San Francisco, CA",15.0,o_gmvrs,RT @lydiathegreat_: Me when I see people not wearing masks: #COVIDー19,1.2647691791120097e+18,0.0,['COVIDー19'],: Me when I see people not wearing masks:,"[':', 'Me', 'see', 'peopl', 'wear', 'mask', ':']"
45,45,45,45,2020-05-25 04:04:50,24998.0,1949.0,en,United States,0.0,lm_rusty,@mhairiforrest @NYGovCuomo @DavKat43 I'm not going to post my pictures.... And I'm wearing mask all day. On my days off I'm having fun too. I don't want to live in fear. He is playing golf for the first time since all this crap began. #COVID19 #POTUS,1.2647693681534405e+18,0.0,"['COVID19', 'POTUS']",I'm not going to post my pictures.... And I'm wearing mask all day. On my days off I'm having fun too. I don't want to live in fear. He is playing golf for the first time since all this crap began.,"[""'m"", 'go', 'post', 'pictur', '....', 'and', ""'m"", 'wear', 'mask', 'day', 'On', 'day', ""'m"", 'fun', ""n't"", 'want', 'live', 'fear', 'He', 'play', 'golf', 'first', 'time', 'sinc', 'crap', 'began']"
46,46,46,46,2020-05-25 04:04:41,1252.0,66.0,en,"San Francisco, CA",0.0,JTanzerPhoto,"@SpeakerPelosi San Francisco says thank you to all of the medical workers, first responders, grocery workers, kind neighbors, mask wearers and people choosing to lead with love. #Covid Yes, my camera has a spot...",1.2647693331645727e+18,0.0,['Covid'],"San Francisco says thank you to all of the medical workers, first responders, grocery workers, kind neighbors, mask wearers and people choosing to lead with love. Yes, my camera has a spot...","['san', 'francisco', 'say', 'thank', 'medic', 'worker', 'first', 'respond', 'groceri', 'worker', 'kind', 'neighbor', 'mask', 'wearer', 'peopl', 'choos', 'lead', 'love', 'ye', 'camera', 'spot', '...']"
47,47,47,47,2020-05-25 04:05:20,409080.0,2249.0,en,"Seattle, WA",19108.0,sunflowerinsea,RT @McauleyHolmes: Staten Islanders with masks drive out non-mask wearing person in grocery store. #Coronavirus,1.264769495756714e+18,0.0,['Coronavirus'],: Staten Islanders with masks drive out non-mask wearing person in grocery store.,"[':', 'staten', 'island', 'mask', 'drive', 'non-mask', 'wear', 'person', 'groceri', 'store']"
